ORG_CODE_ID,ORG_NAME,TRANSFER_EVENT_ID,TRANSFER_EVENT_TYPE,TRANSFER_COURSE_NAME,MMU_EVENT_ID,MMU_EVENT_TYPE,MMU_COURSE_NAME
"O000000024","Adams State College","CRJ 411","Lecture","Ethics/CJ Syst","CJ 299","Lecture","Criminal Justice Info, Comm, Ethics"
"O000000024","Adams State College","ENG 102","Lecture","Comm Arts II","EN 008","Lecture","Writing Competency"
"O000000024","Adams State College","ENG 365","Lecture","Ethnic & Minority Literature","EN 002","Lecture","Literature Domain"
"O000000024","Adams State College","BUS 345","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000024","Adams State College","CRJ 301","Lecture","Correctnl Inst Org","CJ 390","Lecture","Special Topics in Criminal Justice"
"O000000024","Adams State College","CRJ 309","Lecture","Women, Crime and Law","CJ 422","Lecture","Women And Crime"
"O000038313","Advanced Placement Program","English LANG/Comp","Lecture","Composition II","EN 008","Lecture","Writing Competency"
"O000038313","Advanced Placement Program","Econ-Mic","Lecture","Microeconomic Principles","EC 252","Lecture","Microeconomic Principles"
"O000038313","Advanced Placement Program","English LIT/Comp","Lecture","Literature-Gen Ed","EN 002","Lecture","Literature Domain"
"O000038313","Advanced Placement Program","Eur Hist or Wrld His","Lecture","W Wrld Snc 1648","HI 140","Lecture","Hist Of Western World Since 1648"
"O000038313","Advanced Placement Program","Environmental Scienc","Lecture","Earth Science","PH 115","Lecture","Introduction To Earth Science"
"O000038313","Advanced Placement Program","Econ-MAC","Lecture","Macroeconomics Principles","EC 251","Lecture","Macroeconomics Principles"
"O000038313","Advanced Placement Program","Calc AB","Lecture","Calculus I","MA 164","Lecture","Calculus I"
"O000038313","Advanced Placement Program","Biology","Lecture","Prin of Biology","OT","Lecture","Generic Course"
"O000038313","Advanced Placement Program","Calculus BC","Lecture","Calculus II","MA 165","Lecture","Calculus II"
"O000038313","Advanced Placement Program","Computer Science","Lecture","Intro Comptr Science","OT","Lecture","Generic Course"
"O000038313","Advanced Placement Program","Chemistry","Lecture","Chemistry Gen Ed","OT","Lecture","Generic Course"
"O000038313","Advanced Placement Program","French or German Lan","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000038313","Advanced Placement Program","Spanish Language","Lecture","Generic Course","OT 002","Lecture","Generic Course"
"O000038313","Advanced Placement Program","Psychology","Lecture","Int Psychology","PS 101","Lecture","Introductory Psychology"
"O000038313","Advanced Placement Program","Statistics","Lecture","Basic Statistics","MA 135","Lecture","Basic Statistics"
"O000038313","Advanced Placement Program","US History","Lecture","History Of Modern America","HI 115","Lecture","History Of Modern America"
"O000038313","Advanced Placement Program","U S History","Lecture","History Of Modern America","HI 115","Lecture","History Of Modern America"
"O000038313","Advanced Placement Program","Psych","Lecture","Introductory Psychology","PS 101","Lecture","Introductory Psychology"
"O000038313","Advanced Placement Program","Govt&Pol US","Lecture","Int American Politcs","PO 111","Lecture","Introduction To American Politics"
"O000038313","Advanced Placement Program","Govt&Pol Comp","Lecture","Comparative Politics","PO 102","Lecture","Intorduction to Comparative Politics"
"O000038313","Advanced Placement Program","Music Theory","Lecture","Music Theory","MU 101","Lecture","Music Theory I"
"O000038313","Advanced Placement Program","Physics B","Lecture","Collge Physics I","OT","Lecture","Generic Course"
"O000038313","Advanced Placement Program","Physics","Lecture","Physics Gen Educ","PH 008","Lecture","Natural World Domain"
"O000000038","Aib College Of Business","SE232","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","SS 120","Lecture","Sociology","SO 122","Lecture","Introduction To Sociology"
"O000000038","Aib College Of Business","SS 130","Lecture","Political Science","PO 111","Lecture","Introduction To American Politics"
"O000000038","Aib College Of Business","MA110","Lecture","College Math","MA 008","Lecture","Math Compentency"
"O000000038","Aib College Of Business","ML100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","ML102","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","SS 140","Lecture","Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000000038","Aib College Of Business","SS130","Lecture","Political Science","PO 111","Lecture","Introduction To American Politics"
"O000000038","Aib College Of Business","SS140","Lecture","Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000000038","Aib College Of Business","TY200","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","SS 310","Lecture","Social Psychology","PS 221","Lecture","Social Psychology"
"O000000038","Aib College Of Business","SS110","Lecture","Int Psychology","PS 101","Lecture","Introductory Psychology"
"O000000038","Aib College Of Business","SS120","Lecture","Sociology","SO 122","Lecture","Introduction To Sociology"
"O000000038","Aib College Of Business","MA 110","Lecture","College Math","MA 008","Lecture","Math Compentency"
"O000000038","Aib College Of Business","CM 200","Lecture","Comp II","EN 008","Lecture","Writing Competency"
"O000000038","Aib College Of Business","CM 210","Lecture","Technical Writing","EN 123","Lecture","Professional Writing"
"O000000038","Aib College Of Business","BA230","Lecture","Investments","BA 344","Lecture","Investments"
"O000000038","Aib College Of Business","CC102","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CM 220","Lecture","Speech","SD 008","Lecture","Speech Competency"
"O000000038","Aib College Of Business","CM210","Lecture","Technical Writing","EN 123","Lecture","Professional Writing"
"O000000038","Aib College Of Business","CM220","Lecture","Speech","SD 008","Lecture","Speech Competency"
"O000000038","Aib College Of Business","CM120","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CM122","Lecture","Composition II","EN 008","Lecture","Writing Competency"
"O000000038","Aib College Of Business","BA230","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","BA 110","Lecture","Prin Marketing","BK 208","Lecture","Principles of Marketing"
"O000000038","Aib College Of Business","BA 120","Lecture","Bus Law","BA 203","Lecture","Principles Of Law I"
"O000000038","Aib College Of Business","AC 112","Lecture","Prin Acct II","BC 265","Lecture","Principles Of Accounting I"
"O000000038","Aib College Of Business","AC 114","Lecture","Prin Acct III","BC 266","Lecture","Principles Of Accounting II"
"O000000038","Aib College Of Business","BA 200","Lecture","Prin Mgmt","BN 204","Lecture","Principles Of Management"
"O000000038","Aib College Of Business","BA120","Lecture","Business Law I","BA 203","Lecture","Principles Of Law I"
"O000000038","Aib College Of Business","BA122","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","BA 210","Lecture","Hum Res Mgmt","BN 304","Lecture","Human Resource Management"
"O000000038","Aib College Of Business","BA 323","Lecture","Consumer Behvr","OT 021","Lecture","Generic"
"O000000038","Aib College Of Business","CR100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR234","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR240","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR230","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR232","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR250","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR272","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","DP100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR260","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR270","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR225","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR112","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR114","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR150","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR220","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR200","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000038","Aib College Of Business","CR175","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000067","Albuquerque Technical Voc Inst","MATH120","Lecture","Intermed Algebra","OT 001","Lecture","Generic Course"
"O000000067","Albuquerque Technical Voc Inst","PSCI110","Lecture","Political World","OT 001","Lecture","Generic Course"
"O000000067","Albuquerque Technical Voc Inst","PSY102","Lecture","General Pysch II","OT 001","Lecture","Generic Course"
"O000000079","Allan Hancock College","SPEECH 102","Lecture","Sm Group Comm","SD 008","Lecture","Speech Competency"
"O000000079","Allan Hancock College","SOC 102","Lecture","Social Problems","SO 155","Lecture","Social Problems"
"O000000079","Allan Hancock College","MATH 331","Lecture","Generic Course","OT 007","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 104","Lecture","Care/Prvt Athl Injry","OT 013","Lecture","Generic Course"
"O000000079","Allan Hancock College","MATH 131","Lecture","College Algebra","MA 008","Lecture","Math Compentency"
"O000000079","Allan Hancock College","HIST 107","Lecture","America Colonial Times To Civil War","HI 114","Lecture","History of Early America"
"O000000079","Allan Hancock College","MATH 123","Lecture","Elem Statistics","MA 135","Lecture","Basic Statistics"
"O000000079","Allan Hancock College","PE 110","Lecture","Bsball Technq&Thry","OT 010","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 165","Lecture","Generic Course","OT 002","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 176","Lecture","Intercoll Baseball","OT 006","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 146","Lecture","Generic Course","OT 009","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 140","Lecture","Physical Fitness Lab","OT 011","Lecture","Generic Course"
"O000000079","Allan Hancock College","PE 146","Lecture","Strength&Flexibility","OT 008","Lecture","Generic Course"
"O000000079","Allan Hancock College","ENGL 101","Lecture","Composition","EN 008","Lecture","Writing Competency"
"O000000079","Allan Hancock College","ENGL 103","Lecture","Crit Thinking&Comp","OT 004","Lecture","Generic Course"
"O000000079","Allan Hancock College","ECON 101","Lecture","Macroeconomics","EC 251","Lecture","Macroeconomics Principles"
"O000000079","Allan Hancock College","BIOL 100","Lecture","Intro to Biology","BI 008","Lecture","Natural World Domain"
"O000000079","Allan Hancock College","CHEMS 120","Lecture","Intro Chemistry","CH 008","Lecture","Natural World: Chemistry"
"O000000079","Allan Hancock College","FCS 109","Lecture","Basic Nutrition","OT 012","Lecture","Generic Course"
"O000000079","Allan Hancock College","HIST 101","Lecture","World Civ to 1600","HI 120","Lecture","Origins Of The Western Tradition"
"O000000079","Allan Hancock College","HIST 104","Lecture","Wstrn Civ 1650","HI 130","Lecture","Emergence Of The West, 800-1648"
"O000000079","Allan Hancock College","H ED 100","Lecture","Health & Wellness","OT 003","Lecture","Generic Course"
"O000000079","Allan Hancock College","FILM 101","Lecture","Film Art & Comm","OT 001","Lecture","Generic Course"
"O000000079","Allan Hancock College","GEOG 101","Lecture","Physical Geography","OT 005","Lecture","Generic Course"
"O000000079","Allan Hancock College","PSYCH 118","Lecture","Hum Devlpmt-Lifespan","PS 124","Lecture","Developmental Psychology"
"O000000079","Allan Hancock College","POL SC 103","Lecture","Introduction To American Politics","PO 111","Lecture","Introduction To American Politics"
"O000038320","American Council On Education","OT","Lecture","Generic Course","OT 004","Lecture","Generic Course"
"O000038320","American Council On Education","OT","Lecture","Generic Course","OT 005","Lecture","Generic Course"
"O000038245","American Institute of Business","BA327","Lecture","Sales Management","BK 320","Lecture","Sales Management"
"O000000140","American River College","CHEM 1A","Lecture","Gen Ed Chemistry","CH 008","Lecture","Natural World: Chemistry"
"O000000196","Arizona State University","ASU 101-NU","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000196","Arizona State University","ASB 223-M","Lecture","Buried Civilizations","OT 003","Lecture","Generic Course"
"O000000196","Arizona State University","BIO100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000196","Arizona State University","CDE 232","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000196","Arizona State University","PGS 101-M","Lecture","Intro to Psychology","PS 101","Lecture","Introductory Psychology"
"O000000196","Arizona State University","ECN 212-M","Lecture","Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000000196","Arizona State University","ASB 202-M","Lecture","Ethnic Relatns/U S","OT 002","Lecture","Generic Course"
"O000000196","Arizona State University","AFR 210-M","Lecture","AfricnAmerican Study","OT 001","Lecture","Generic Course"
"O000000196","Arizona State University","MAT 142","Lecture","College Mathematics","MA 008","Lecture","Math Compentency"
"O000000196","Arizona State University","JUS 105-M","Lecture","Intro Justice Study","CJ 101","Lecture","Introduction To Criminal Justice"
"O000000196","Arizona State University","MAT 211-M","Lecture","Math for Bus Analys","OT 021","Lecture","Generic"
"O000000196","Arizona State University","MAT 210-M","Lecture","Brief Calculus","MA 008","Lecture","Math Compentency"
"O000000196","Arizona State University","ENG 105","Lecture","Adv Composition","EN 008","Lecture","Writing Competency"
"O000000196","Arizona State University","CIS 105-M","Lecture","Cmptr Apps/Info Tech","OT 004","Lecture","Generic Course"
"O000000196","Arizona State University","CHM 101","Lecture","Introductory Chem","CH 008","Lecture","Natural World: Chemistry"
"O000000196","Arizona State University","ENG 101-M","Lecture","First Yr Composition","OT 005","Lecture","Generic Course"
"O000000196","Arizona State University","MUS 354-M","Lecture","Popular Music","OT 006","Lecture","Generic Course"
"O000000245","Ashford University","ENG318","Lecture","Creative Writing","EN 203","Lecture","Creative Writing"
"O000000245","Ashford University","ENG204","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","EXP103","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","BIO 206","Lecture","Hum Anat&Physio II","BI 274","Lecture","Human Physiology"
"O000000245","Ashford University","MAT117","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","ENG122","Lecture","Composition II","EN 008","Lecture","Writing Competency"
"O000000245","Ashford University","BIO104","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","BIO103","Lecture","General Biology","OT","Lecture","Generic Course"
"O000000245","Ashford University","BIO205","Lecture","Hum Anat&Physio I","BI 273","Lecture","Human Anatomy"
"O000000245","Ashford University","CHE151","Lecture","Gen Chemistry I","CH 111","Lecture","General Chemistry I"
"O000000245","Ashford University","BIO206","Lecture","Hum Anat&Physio II","BI 274","Lecture","Human Physiology"
"O000000245","Ashford University","PED100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","REL114","Lecture","Comparatv Religns II","RS 115","Lecture","Introduction To World Religions"
"O000000245","Ashford University","REL113","Lecture","Comparatv Relgions I","RS 008","Lecture","Religion Domain"
"O000000245","Ashford University","SPE103","Lecture","Oral Communication","SD 111","Lecture","Speech Communication"
"O000000245","Ashford University","MAT225","Lecture","College Algebra","MA 008","Lecture","Math Compentency"
"O000000245","Ashford University","BIO 205","Lecture","Hum Anat&Physio I","BI 273","Lecture","Human Anatomy"
"O000000245","Ashford University","PSY 202","Lecture","Adult Dev&Life Asses","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","PHI103","Lecture","Informal Logic","PL 008","Lecture","Philosophy Domain"
"O000000245","Ashford University","PSY101","Lecture","Intro to Psychology","PS 101","Lecture","Introductory Psychology"
"O000000245","Ashford University","PSY304","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000245","Ashford University","PSY303","Lecture","Abnormal Psychology","PS 306","Lecture","Abnormal Psychology"
"O000000270","Auburn Univ Auburn Univ","ECON 202","Lecture","Macroeconomics Principles","EC 251","Lecture","Macroeconomics Principles"
"O000000270","Auburn Univ Auburn Univ","ARTS 0301","Lecture","Elem Public Sch Art","OT 007","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","ARTS 0111","Lecture","Fundamentls of Art","AR 101","Lecture","Introduction To Art"
"O000000270","Auburn Univ Auburn Univ","CTEC 0102","Lecture","Orient Early Ch Educ","OT 002","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","SOCY 0201","Lecture","Introduction To Sociology","SO 122","Lecture","Introduction To Sociology"
"O000000270","Auburn Univ Auburn Univ","PHYS 0215","Lecture","Astronomy","PH 008","Lecture","Natural World Domain"
"O000000270","Auburn Univ Auburn Univ","THEA 0201","Lecture","Intro to Theatre","SD 151","Lecture","Introduction To Dramatic Art"
"O000000270","Auburn Univ Auburn Univ","UNIV 0101","Lecture","Soc & Cultures","OT 001","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","UNIV 0100","Lecture","The Auburn Expernc","OT 003","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","PHIL 0102","Lecture","Intro To Ethics","PL 169","Lecture","Introduction To Ethics"
"O000000270","Auburn Univ Auburn Univ","FCDV 0269","Lecture","Mate Selc Mar Inter","OT 006","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","UNIV 0103","Lecture","Socsci:Indivdl&Soc","OT 005","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","MATH 0160","Lecture","Pre-Clac with Trig","MA 008","Lecture","Math Compentency"
"O000000270","Auburn Univ Auburn Univ","PHED 0135","Lecture","Weight Training","OT 004","Lecture","Generic Course"
"O000000270","Auburn Univ Auburn Univ","MUSI 0371","Lecture","Intro to Music","MU 189","Lecture","Introduction To Music"
"O000000273","Augusta State University","000 000","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000274","Augusta Technical College","MLT117","Lecture","Med Tech Program","OT 001","Lecture","Generic Course"
"O000000276","Augustana College Sd","BSAD 110","Lecture","Prin Accounting I","BC 265","Lecture","Principles Of Accounting I"
"O000000276","Augustana College Sd","BASD 270","Lecture","Statistics I","MA 135","Lecture","Basic Statistics"
"O000000276","Augustana College Sd","BSAD 111","Lecture","Prin Accounting II","BC 266","Lecture","Principles Of Accounting II"
"O000000305","Baker College Jackson","MKT 111","Lecture","Principles of Marketing","BK 208","Lecture","Principles of Marketing"
"O000000305","Baker College Jackson","INF 113","Lecture","Generic Course","OT 003","Lecture","Generic Course"
"O000000305","Baker College Jackson","PSY 101","Lecture","Generic Course","OT 004","Lecture","Generic Course"
"O000000311","Bakersfield College","BSAD B5","Lecture","Hum Reltn/People Skl","OT 007","Lecture","Generic Course"
"O000000311","Bakersfield College","BSAD B9","Lecture","Fundmtls Marketing","BK 208","Lecture","Principles of Marketing"
"O000000311","Bakersfield College","ANTH B1","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","MATH B22","Lecture","Elem Prob/Stats","MA 008","Lecture","Math Compentency"
"O000000311","Bakersfield College","AGRI B49","Lecture","Ag Leadership Trng","OT 011","Lecture","Generic Course"
"O000000311","Bakersfield College","HLED B1","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","HIST B2","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","HIST B18","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","MUSC B27","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","FORE B1","Lecture","Intro Forestry","OT 009","Lecture","Generic Course"
"O000000311","Bakersfield College","HLED B1","Lecture","Prin Health Educatn","OT 008","Lecture","Generic Course"
"O000000311","Bakersfield College","GEOG B1L","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","GEOG B1","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","FORE B2","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","HIST B17B","Lecture","Hist of US II","HI 115","Lecture","History Of Modern America"
"O000000311","Bakersfield College","HIST B17A","Lecture","History of Early America","HI 114","Lecture","History of Early America"
"O000000311","Bakersfield College","HIST B1","Lecture","History Domain","HI 008","Lecture","History Domain"
"O000000311","Bakersfield College","POLS B1","Lecture","Introduction To American Politics","PO 111","Lecture","Introduction To American Politics"
"O000000311","Bakersfield College","PHED B7B","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B6WT","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","COMM B8","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","ENGL B1A","Lecture","Writing Competency","EN 008","Lecture","Writing Competency"
"O000000311","Bakersfield College","STDV B1","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B45","Lecture","Football Activities","OT 010","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B14","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B11","Lecture","Intercoll Basketball","OT 009","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B6PF","Lecture","Physical Fitness","OT 010","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B6HX","Lecture","Health, Ex-Yoga","OT 012","Lecture","Generic Course"
"O000000311","Bakersfield College","PHED B47","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","RS 375","Lecture","Benedictine Spirit","OT 016","Lecture","Generic Course"
"O000000394","Benedictine College","RS 300","Lecture","Christn Moral Today","RS 008","Lecture","Religion Domain"
"O000000394","Benedictine College","RS 101","Lecture","Intro to Theology","OT 014","Lecture","Generic Course"
"O000000394","Benedictine College","YM 460","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","TH 200","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","TH 101","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","PH 175","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","PE 150","Lecture","Fndtn Human Movemt","OT 011","Lecture","Generic Course"
"O000000394","Benedictine College","PE 115","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000394","Benedictine College","BA 320","Lecture","Prin Management","BN 204","Lecture","Principles Of Management"
"O000000394","Benedictine College","PE 402","Lecture","Org Adm PE&Sport","OT 015","Lecture","Generic Course"
"O000000394","Benedictine College","PE 357","Lecture","Tests&Meas-Hper","OT 013","Lecture","Generic Course"
"O000000394","Benedictine College","PE 21O","Lecture","1st Aid/Prnsl Safety","OT 012","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","CHEM 110","Lecture","Intro to Chemistry","CH 008","Lecture","Natural World: Chemistry"
"O000000453","Black Hawk College Moline","CS 100","Lecture","Intro to Computers","OT 004","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","BL 201","Lecture","Business Law I","BA 203","Lecture","Principles Of Law I"
"O000000453","Black Hawk College Moline","ART 100","Lecture","Art Appreciation","AR 101","Lecture","Introduction To Art"
"O000000453","Black Hawk College Moline","BIOL 101","Lecture","Gen Human Biology","BI 008","Lecture","Natural World Domain"
"O000000453","Black Hawk College Moline","ECON 221","Lecture","Macroeconomics","EC 251","Lecture","Macroeconomics Principles"
"O000000453","Black Hawk College Moline","MUSC 154","Lecture","Music Appreciation","MU 189","Lecture","Introduction To Music"
"O000000453","Black Hawk College Moline","MATH 110","Lecture","Math Gen Educ","MA 008","Lecture","Math Compentency"
"O000000453","Black Hawk College Moline","PSYC 101","Lecture","Int Psychology","PS 101","Lecture","Introductory Psychology"
"O000000453","Black Hawk College Moline","PS 205","Lecture","Issues Sci Tech&Soc","OT 009","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","LAWN 109","Lecture","Police Comm Reltns","OT 006","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","HPE 270","Lecture","Intrnshp:Sport Mgmt","OT 008","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","HPE 217","Lecture","Current Issues Sprts","OT 005","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","HPE250","Lecture","Generic Course","OT 002","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","HPE107","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","GOV 251","Lecture","American Natl Govt","PO 111","Lecture","Introduction To American Politics"
"O000000453","Black Hawk College Moline","HIST 252","Lecture","U S Since 1865","HI 115","Lecture","History Of Modern America"
"O000000453","Black Hawk College Moline","ENG 101","Lecture","Composition I","OT 001","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","ENG 102","Lecture","Composition II","EN 008","Lecture","Writing Competency"
"O000000453","Black Hawk College Moline","HPE 100","Lecture","Golf Freshman","OT 002","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","SPEC175","Lecture","Generic Course","OT 003","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","SPEC 101","Lecture","Speech Communication","SD 111","Lecture","Speech Communication"
"O000000453","Black Hawk College Moline","HPE 102","Lecture","Golf Sophomore","OT 007","Lecture","Generic Course"
"O000000453","Black Hawk College Moline","HPE 210","Lecture","Intro Sports Mgmt","OT 003","Lecture","Generic Course"
"O000000454","Black Hills State University","SPCM101","Lecture","Speech Communication","SD 111","Lecture","Speech Communication"
"O000000454","Black Hills State University","PSYC101","Lecture","gen Psychology","PS 101","Lecture","Introductory Psychology"
"O000000454","Black Hills State University","CHEM114","Lecture","General Chemistry II","CH 112","Lecture","General Chemistry II"
"O000000454","Black Hills State University","CHEM113","Lecture","Experimntl Chem I","OT 002","Lecture","Generic Course"
"O000000454","Black Hills State University","CHEM115","Lecture","Exp Chem II Lab","OT 004","Lecture","Generic Course"
"O000000454","Black Hills State University","PHYS114","Lecture","Generic Course","OT 010","Lecture","Generic Course"
"O000000454","Black Hills State University","ENGL102","Lecture","Written Comm II","EN 008","Lecture","Writing Competency"
"O000000454","Black Hills State University","CHEM112","Lecture","General Chemistry I","CH 111","Lecture","General Chemistry I"
"O000000454","Black Hills State University","BIOL325","Lecture","Physiology","BI 274","Lecture","Human Physiology"
"O000000454","Black Hills State University","BIOL154","Lecture","Gen Biology Lab II","OT 008","Lecture","Generic Course"
"O000000454","Black Hills State University","BIOL326","Lecture","Physiology Lab","OT 001","Lecture","Generic Course"
"O000000454","Black Hills State University","BIOL382","Lecture","Vertebrate Anat Lab","OT 001","Lecture","Generic Course"
"O000000454","Black Hills State University","BIOL381","Lecture","Vertebrate Anatomy","BI 273","Lecture","Human Anatomy"
"O000000454","Black Hills State University","PHYS113","Lecture","Generic Course","OT 009","Lecture","Generic Course"
"O000000454","Black Hills State University","MATH102","Lecture","College Algebra","MA 008","Lecture","Math Compentency"
"O000000454","Black Hills State University","MATH103","Lecture","College Algebra Lab","OT 003","Lecture","Generic Course"
"O000000454","Black Hills State University","HSC443","Lecture","Generic Course","OT 011","Lecture","Generic Course"
"O000000454","Black Hills State University","ENGL210","Lecture","Intro to Literature","EN 002","Lecture","Literature Domain"
"O000000454","Black Hills State University","HIST152","Lecture","America 1860-1945","HI 115","Lecture","History Of Modern America"
"O000000454","Black Hills State University","MATH123","Lecture","Calculus I","MA 164","Lecture","Calculus I"
"O000000454","Black Hills State University","PHYS111","Lecture","Intro Physics I","PH 008","Lecture","Natural World Domain"
"O000000454","Black Hills State University","PHYS112","Lecture","Physics I Lab","OT 001","Lecture","Generic Course"
"O000000454","Black Hills State University","PHA321","Lecture","Generic Course","OT 012","Lecture","Generic Course"
"O000000454","Black Hills State University","MATH124","Lecture","Calculus I Lab","OT 005","Lecture","Generic Course"
"O000000454","Black Hills State University","PE 100","Lecture","Physical Educ","OT 006","Lecture","Generic Course"
"O000000454","Black Hills State University","BIOL151","Lecture","Gen Biology I","OT","Lecture","Generic Course"
"O000000454","Black Hills State University","POLS100","Lecture","American Govt","PO 111","Lecture","Introduction To American Politics"
