ORG_CODE_ID,ORG_NAME,TRANSFER_EVENT_ID,TRANSFER_EVENT_TYPE,TRANSFER_COURSE_NAME,MMU_EVENT_ID,MMU_EVENT_TYPE,MMU_COURSE_NAME
"O000002147","Indian Hills Cmty Coll Ottumwa","SDV180","Lecture","Human Potential Lab","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SDV924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SDV928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR520","Lecture","Surgical Technology Practicum I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR523","Lecture","Surgical Technology Practicum II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR225","Lecture","Surgical Technology II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR340","Lecture","Surgical Specialties","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR421","Lecture","Surgical Technology Pharmacology","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","WAT301","Lecture","Basic Mechanical Maintenance and Pumps","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","WAT303","Lecture","Wastewater Collection","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","WAT304","Lecture","Water Treatment I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","WAT210","Lecture","Wastewater Treatment: Industrial","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","WAT300","Lecture","Water Analysis","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS201T","Lecture","Gen Psychology","PS 101","Lecture","Introductory Psychology"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS203T","Lecture","Intro Sociology","SO 122","Lecture","Introduction To Sociology"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS205T","Lecture","Abnormal Psych","PS 306","Lecture","Abnormal Psychology"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS 211T","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS102T","Lecture","U S Hist:1783-1880","HI 008","Lecture","History Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS131T","Lecture","World Geography","OT 005","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS264T","Lecture","College Survl Skills","OT 003","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS267T","Lecture","Criminology","SO 176","Lecture","Criminology"
"O000002147","Indian Hills Cmty Coll Ottumwa","SUR126","Lecture","Surgical Technology I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS254T","Lecture","Prin Economics I","EC 251","Lecture","Macroeconomics Principles"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS255T","Lecture","Economics II","OT 008","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","SS256T","Lecture","Economics III","EC 252","Lecture","Microeconomic Principles"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS298","Lecture","Performance Seminar for Musicians","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS268","Lecture","Audio Recording I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS269","Lecture","Audio Recording II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS284","Lecture","Songwriting","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET146","Lecture","Introduction to Local Area Networking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET174","Lecture","LAN Administration","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET177","Lecture","Special Topics in LAN Mgmt","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET108","Lecture","A+ Certification Workshop","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET122","Lecture","Computer Hardware Basics","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET132","Lecture","Operating Systems Software Basics","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS169","Lecture","Opera Production II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS191","Lecture","Jazz Improvisation","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS193","Lecture","Jazz Improvisation II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS163","Lecture","Instrumental Jazz Ensemble","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS165","Lecture","Jazz Combo","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS168","Lecture","Opera Production I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS235","Lecture","Music Theory Lab III","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS236","Lecture","Music Theory Lab IV","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS261","Lecture","Intro to MIDI","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS209","Lecture","Topics in Western Music Hist","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS220","Lecture","Music Theory III","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS221","Lecture","Music Theory IV","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET630","Lecture","Cyber Law and Ethics","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET680","Lecture","TCP/IP for Networking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET695","Lecture","Survey of Geospatial Tech","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET600","Lecture","Network Security Basics","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET618","Lecture","Network Defense","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET619","Lecture","Network Attacks","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA100","Lecture","Foundations of Occupational Therapy","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET700","Lecture","Database Fundamentals","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET785","Lecture","Fundamentals of Desktop Support","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET850","Lecture","Special Topics for PC Technicians","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET212","Lecture","CISCO Networking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET222","Lecture","CISCO Routers","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET232","Lecture","CISCO Switches","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET184","Lecture","WAN Basics","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET190","Lecture","Critical Problem Solving","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET191","Lecture","Network Cabling","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET400","Lecture","Linux Networking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET561","Lecture","NDS Administration","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET571","Lecture","NDS Configuration","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET242","Lecture","CISCO Wide Area Networks (WAN)","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET321","Lecture","Windows Networking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","NET338","Lecture","Directory Concepts","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS157","Lecture","Vocal Jazz Ensemble","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MTR180","Lecture","Medical Transcription Professional Pract","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MTR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MTR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS948","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MTR102","Lecture","Professions in Medical Transcription","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MTR150","Lecture","Career Medical Transcription","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA303","Lecture","Applied Clarinet","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA304","Lecture","Applied Drum Set","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA305","Lecture","Applied Flute","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA300","Lecture","Applied Baritone","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA301","Lecture","Applied Bassoon","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA302","Lecture","Applied Cello","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS200","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS215","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS220","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS131","Lecture","News Reporting","CO 120","Lecture","Introduction to Journalism"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS133","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS155","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS920","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS924","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS928","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS235","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS240","Lecture","Promotions & PR","CO 180","Lecture","Introduction to Public Relations"
"O000002147","Indian Hills Cmty Coll Ottumwa","MMS241","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS100","Lecture","Music Appreciation","MU 189","Lecture","Introduction To Music"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS102","Lecture","Music Fundamentals","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA318","Lecture","Applied Violin","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA319","Lecture","Applied Voice","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS140","Lecture","Concert Choir","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS145","Lecture","Concert Band","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS150","Lecture","Chamber Ensemble","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS120","Lecture","Music Theory I","MU 101","Lecture","Music Theory I"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS135","Lecture","Music Theory Lab I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUS136","Lecture","Music Theory Lab II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA309","Lecture","Applied Organ","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA310","Lecture","Applied Piano","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA311","Lecture","Applied Saxaphone","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA306","Lecture","Applied French Horn","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA307","Lecture","Applied Guitar","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA308","Lecture","Applied Oboe","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA315","Lecture","Applied Trumpet","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA316","Lecture","Applied Tuba","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA317","Lecture","Applied Viola","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA312","Lecture","Applied String Bass","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA313","Lecture","Applied Synthesizer","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","MUA314","Lecture","Applied Trombone","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA207","Lecture","OT Methods I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI101","Lecture","Intro to Philosophy","PL 008","Lecture","Philosophy Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI105","Lecture","Introduction to Ethics","PL 169","Lecture","Introduction To Ethics"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV260","Lecture","Varsity Softball II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV270","Lecture","Varsity Volleyball II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI126","Lecture","Introduction to Non-Western Philosophy:","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI130","Lecture","Philosophy of Human Nature","PL 161","Lecture","Intro Philosophy Human Person"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI132","Lecture","Philosophy of Education","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI111","Lecture","Basic Reasoning","PL 008","Lecture","Philosophy Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI114","Lecture","Critical Reasoning","PL 008","Lecture","Philosophy Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI125","Lecture","Introduction to Non-Western Philosophy:","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV121","Lecture","Varsity Basketball Men","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV122","Lecture","Varsity Basketball Women","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV140","Lecture","Varsity Golf","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV107","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV108","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV115","Lecture","Varsity Baseball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV221","Lecture","Varsity Basketball II Men","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV222","Lecture","Varsity Basketball II Women","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV240","Lecture","Varsity Golf II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV160","Lecture","Varsity Softball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV170","Lecture","Varsity Volleyball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEV215","Lecture","Varsity Baseball II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY172","Lecture","College Physics II","PH 152","Lecture","Principles of Physics II"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY180","Lecture","Applied Physics I","PH 151","Lecture","Principles of Physics I"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY182","Lecture","Applied Physics II","PH 152","Lecture","Principles of Physics II"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY120","Lecture","Introductory Physics","PH 008","Lecture","Natural World Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY162","Lecture","College Physics I","PH 151","Lecture","Principles of Physics I"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY222","Lecture","Classical Physics II","PH 152","Lecture","Principles of Physics II"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY230","Lecture","UTC Physics I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY232","Lecture","UTC Physics II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY190","Lecture","Physics I","PH 151","Lecture","Principles of Physics I"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY192","Lecture","Physics II","PH 152","Lecture","Principles of Physics II"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHY212","Lecture","Classical Physics I","PH 151","Lecture","Principles of Physics I"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHR924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHR928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS151","Lecture","Introduction to Astronomy","PH 008","Lecture","Natural World Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHI928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHR118","Lecture","Pharmacy Technician","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS176","Lecture","Environmental Geology Lab","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS180","Lecture","Evolution of the Earth","PH 008","Lecture","Natural World Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS181","Lecture","Evolution of the Earth Lab","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS170","Lecture","Physical Geology","PH 008","Lecture","Natural World Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS171","Lecture","Physical Geology Lab","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PHS175","Lecture","Environmental Geology","PH 008","Lecture","Natural World Domain"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEH928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA854","Lecture","Occupational Therapy Assistant Fieldwork","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA850","Lecture","Occupational Therapy Assistant Fieldwork","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA851","Lecture","Occupational Therapist Assistant Fieldwo","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA852","Lecture","Occupational Therapy Assistant Fieldwork","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA134","Lecture","Golf I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA136","Lecture","Karate/Self Defense I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA150","Lecture","Powerwalking","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PE124T","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA110","Lecture","Badminton I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA117","Lecture","Bowling I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA212","Lecture","Functional Kinesiology","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA306","Lecture","OT Methods II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA308","Lecture","Physical Dysfunction I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA208","Lecture","Occupational Development","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA209","Lecture","Wellness and Prevention in OT","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA211","Lecture","Pathophysiology for the OTA","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA409","Lecture","Professional Development","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA410","Lecture","Pediatric Interventions for the OTA","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA411","Lecture","Geriatric Interventions for the OTA","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA309","Lecture","Physical Dysfunction II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA405","Lecture","Psychosocial Dysfunction","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","OTA406","Lecture","OT Methods III","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC160","Lecture","Sports Officiating","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC220","Lecture","Techniques of Teaching Individual and Du","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC221","Lecture","Techniques of Teaching Team Sports","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC144","Lecture","Theory of Coaching Baseball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC148","Lecture","Theory of Coaching Basketball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC150","Lecture","Theory of Coaching Volleyball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEH161","Lecture","Introduction to Physical Education","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEH162","Lecture","Introduction to Physical Education","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEH924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEH115","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA187","Lecture","Weight Training I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA287","Lecture","Weight Training II","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA924","Lecture","Honors Project","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA154","Lecture","Racquetball I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA174","Lecture","Tennis I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA176","Lecture","Volleyball I","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC116","Lecture","Athletic Development and Human Growth","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC125","Lecture","Athletic Injury Prevention","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC140","Lecture","Theory of Coaching Softball","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEA928","Lecture","Independent Study","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC111","Lecture","Coaching Ethics Techniques and Theory","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","PEC113","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART134","Lecture","Drawing II","AR 202","Lecture","Drawing II"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART138","Lecture","Figure Drawing","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART143","Lecture","Painting","AR 141","Lecture","Painting I"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART120","Lecture","2-D Design","AR 103","Lecture","Design"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART123","Lecture","3-D Design","OT","Lecture","Generic Course"
"O000002147","Indian Hills Cmty Coll Ottumwa","ART133","Lecture","Drawing","AR 102","Lecture","Drawing I"
